10940.48443,10779.94503,10780.38797,11056.2644,10797.74526,11038.66357,10846.91658,10799.42119,10958.63044,10587.70034,11007.45061,10902.39151,10673.67231,11050.80854,11059.90411,10380.49117,11199.94004,10882.78864,10646.1181,10895.83031,10974.93171,11100.87027,10933.23516,10938.50517,11178.64267,11343.83461,11108.10806,10185.68343,10843.2713,10833.32974,8567.45863,8790.06807,9240.15003,10720.48684,10902.08266,10917.00977,9880.7921,11544.15181,10964.53607,10420.44986,10961.28767,11757.08126,11002.58277,9430.31267,10549.60977,10973.47798,10980.03719,10556.66961,10483.70063,10547.24134,10146.14939,10898.22859,11004.93953,11018.45002,10596.0077,10649.29323,10758.64881,10880.65751,10540.0724,10888.77302,10405.04659,11040.26881,10829.22529,10718.80585,10582.26537,11055.0496,11041.70382,11278.37684,10631.71055,10808.24067,11122.26431,11022.6064,10746.4017,10533.19086,10969.61267,11087.52272,10790.08871,10737.4915,7104.80688,9685.9864,11118.40348,10975.27002,10579.85747,11066.83059,10848.06751,10574.40985,9964.99197,10153.23505,10715.22461,10686.5387,9663.09569,11007.04016,10779.63084,11193.76179,11068.75142,10001.02354,11100.97074,10882.14357,10130.37852,10544.47482
10967.98936,10854.9901,10942.08408,11081.40339,10876.93878,11049.67515,10862.66944,10832.30936,11019.48281,10565.12157,10992.20614,10878.78533,10691.69176,11059.72268,11054.82331,10363.0601,11169.65742,10893.68355,10630.55776,10961.60892,10980.77395,11086.95064,10953.38946,10948.80523,11156.41626,11333.38354,11108.86362,10150.00187,10819.52822,10818.75056,8532.1158,8797.55341,9216.24669,10720.18964,10889.44437,11009.89948,9860.40709,11537.35955,10989.48679,10386.45921,10978.77553,11853.22077,11016.36592,9412.41106,10516.68571,10983.1224,10955.96019,10583.96422,10529.85589,10554.96559,10164.5655,10977.69704,11012.33851,11043.00838,10670.15484,10679.25715,10819.08116,10931.60055,10540.11904,10876.56831,10458.22987,11043.34182,10844.88346,10733.48556,10547.62758,11022.06214,11108.42762,11281.87016,10595.36942,10799.97246,11149.46203,11029.71669,10745.61026,10524.21002,10969.33107,11063.64696,10784.18771,10695.95436,7172.14517,9701.85969,11124.95036,10995.85845,10557.46998,11074.28715,10788.44729,10585.28108,9998.76789,10131.12037,10711.45834,10757.48469,9667.89043,11009.2309,10742.92239,11255.00806,10976.4415,10031.114,11117.6406,10930.32304,10158.70975,10569.94099
10906.10129,10795.14779,10819.71233,11053.60715,10794.16616,10972.59535,10830.33378,10802.3914,10922.8474,10530.25969,10998.49265,10874.42405,10662.33498,11036.19476,11049.25327,10355.63552,11092.02106,10902.19397,10569.23727,10908.74275,10966.60811,11077.93639,10937.19486,10942.10669,11175.82595,11316.6693,11114.46846,10134.03237,10815.91805,10834.29471,8507.17359,8734.23518,9181.29708,10733.504,10870.66877,10923.35481,9844.39281,11496.48586,10907.45124,10372.1129,10919.35435,11781.74755,10999.31277,9355.18554,10537.0618,10950.67726,10980.02996,10585.39699,10444.19265,10498.47918,10113.30271,10886.29891,10982.80108,10992.47866,10584.07494,10612.34704,10768.53295,10883.46978,10520.36817,10908.0503,10425.44563,10992.55777,10820.90587,10705.01127,10511.77693,11022.59976,11039.1772,11233.81706,10586.81712,10778.29654,11123.83919,10990.6137,10723.37449,10461.32188,10928.36919,11070.53717,10735.82398,10691.15956,7129.89352,9672.00867,11091.20153,10967.65763,10548.29688,11035.99132,10820.2752,10542.77999,9930.81492,10110.24551,10670.82491,10705.15348,9647.08973,10968.96489,10691.63208,11255.21677,11030.77402,9952.34047,11101.26448,10900.22739,10048.86082,10525.92483
10885.96544,10779.2992,10785.38028,11048.03357,10807.196,10915.65009,10841.10394,10794.01959,10889.72606,10532.41418,10976.33811,10859.26795,10666.01598,11040.28027,11032.99109,10355.96336,11104.69108,10890.27585,10559.97826,10898.5504,10965.7607,11071.56167,10907.00835,10941.0561,11156.66671,11262.44149,11098.58811,10151.53669,10841.18762,10787.50321,8543.07221,8793.58787,9155.53092,10702.69736,10868.48905,10844.37596,9815.63095,11510.6572,10953.8918,10399.47783,10910.5503,11765.01948,10973.84063,9347.83628,10512.25704,10930.66067,10948.48584,10553.23241,10456.01801,10547.29634,10137.86662,10883.75832,10962.84343,11019.83439,10637.71248,10537.85272,10733.10194,10869.01568,10524.50583,10865.00484,10378.17356,10993.9688,10836.13309,10699.2736,10525.28182,10989.00878,11025.75239,11191.20651,10554.34923,10765.7818,11107.89261,10979.46662,10724.29025,10496.96646,10901.0315,11041.36485,10739.34535,10691.22811,7124.53631,9681.2463,11040.81971,10931.83558,10534.0775,11028.48466,10826.72897,10554.76527,9974.17677,10118.01001,10671.90662,10714.93369,9645.17791,10976.55206,10753.35026,11206.53425,10987.58041,9979.37143,11098.30482,10901.85687,10100.36717,10535.03299
10919.05558,10778.43835,10816.08934,11053.01631,10822.29304,10869.29485,10835.84498,10793.49322,10885.39459,10550.95375,10977.48069,10842.14937,10639.6463,11027.40777,11038.44741,10361.00783,11062.77454,10869.50218,10543.5406,10914.09006,10939.09645,11088.39951,10936.01183,10938.135,11164.13179,11324.94142,11097.4889,10116.83652,10805.52647,10797.58458,8535.23745,8762.95574,9211.52525,10709.89929,10874.89674,10888.37747,9796.61213,11507.39221,10967.04874,10388.84305,10934.60133,11792.92508,10992.6083,9361.03349,10507.02607,10940.91967,10959.63438,10576.28975,10327.94761,10508.9125,10114.13357,10946.19875,10952.29017,11028.74768,10635.69579,10598.16124,10749.58871,10879.42794,10514.6212,10886.01358,10412.91826,10989.88134,10812.46557,10681.10502,10526.66016,10982.40387,11035.96027,11201.67716,10564.68983,10765.04037,11112.11432,10995.59438,10751.71618,10515.26389,10911.96243,11034.19556,10751.52209,10663.40529,7080.55664,9694.82017,11094.89951,10939.36034,10521.82495,11030.14763,10808.27166,10567.9755,9936.8326,10103.91127,10675.88564,10730.19371,9658.92467,10980.37346,10777.91222,11194.54899,10996.62652,10003.94049,11096.43052,10894.86688,10096.34546,10512.67451
10917.33471,10799.49574,10779.93729,11032.75006,10798.58082,10954.96248,10849.5999,10791.96254,10893.84222,10592.12544,10994.3666,10899.86986,10667.10124,11014.40888,11040.99294,10380.61435,11089.33837,10883.81269,10592.63838,10898.57601,10941.39523,11105.05258,10914.36205,10952.2033,11172.69753,11340.05735,11120.26759,10147.55163,10831.34973,10817.38001,8481.97495,8810.06721,9205.67096,10757.31799,10887.95207,10886.51399,9846.37657,11526.92251,10974.90639,10392.88673,10930.13133,11758.68288,10990.64176,9397.75702,10520.72759,10949.46116,10970.73133,10550.22034,10493.32885,10503.35943,10139.1745,10943.78029,10966.04992,11007.36104,10603.96205,10625.40923,10746.9383,10882.12151,10580.2497,10876.11599,10458.37853,11018.60102,10824.90581,10674.97868,10502.49803,11003.83397,11044.17884,11249.61169,10634.11329,10780.50672,11091.19884,11009.4884,10741.99467,10504.94898,10929.31615,11065.08483,10749.91717,10716.97025,7106.88864,9693.41564,11096.53128,10953.25261,10552.72252,11045.55489,10852.73735,10593.92199,9915.35731,10164.06795,10689.64268,10746.59013,9658.87204,11008.46188,10781.70974,11234.906,10971.8847,9984.87525,11112.9524,10912.99258,10082.65697,10500.60262
10936.1302,10882.5262,10920.69518,11083.3904,10830.23029,10935.2237,10857.05592,10828.14369,10947.01855,10614.17303,11031.23091,10919.15703,10685.37917,11025.58266,11053.44573,10380.68198,11157.09708,10896.68724,10624.01821,10965.28904,10952.54253,11133.79476,10941.96124,11005.3413,11149.20816,11303.27572,11093.00306,10124.64976,10845.50145,10849.04694,8580.23521,8790.56604,9174.31538,10758.48339,10858.49942,10937.70645,9819.88531,11507.19638,10956.50365,10424.39115,10957.14476,11796.02383,10986.45908,9389.33314,10492.43218,10946.30992,10969.63247,10595.59463,10314.78969,10537.78681,10223.29973,10948.50696,11010.37216,11049.82521,10662.79828,10731.41277,10831.97493,10920.84986,10548.04046,10915.8449,10460.0292,11043.12124,10852.48809,10732.26927,10530.34356,11027.69698,11107.2649,11296.15051,10684.00917,10818.46961,11127.96719,11029.75134,10800.86395,10480.37443,10976.71336,11055.17236,10860.18147,10759.58018,7133.07294,9701.97933,11149.15529,10978.95084,10560.74796,11081.83247,10822.68198,10627.82171,9982.93651,10120.35529,10749.03424,10811.16255,9667.25831,10992.90491,10752.94899,11294.51404,10996.70616,10007.58571,11120.4112,10955.87572,10181.08735,10541.23099
10945.41846,10810.52697,10824.53606,11054.3815,10801.63523,10988.79584,10841.04294,10797.27962,10967.11739,10590.91366,11019.392,10908.69121,10700.52706,11022.1988,11046.26387,10350.57697,11151.31983,10887.75975,10617.62575,10921.06003,10955.5512,11115.71022,10946.96908,10993.42334,11182.38291,11313.74385,11131.49593,10132.96562,10822.85591,10865.60791,8465.25851,8759.34185,9173.09361,10746.20478,10835.74254,10938.73597,9904.72387,11511.34189,10934.57807,10405.41038,10978.36585,11806.50417,10974.39051,9365.46321,10496.48783,10967.53163,10928.17671,10610.72872,10389.85576,10506.74528,10142.35992,10947.48523,10990.10781,11020.16186,10619.18672,10711.04064,10767.48518,10918.24706,10554.47254,10911.28859,10495.9124,11041.19992,10842.29624,10700.98152,10508.2734,11025.32508,11102.93397,11263.81003,10660.67746,10773.90158,11114.78402,11032.19545,10765.43584,10512.16284,10977.09734,11062.40094,10772.00555,10708.0174,7138.46134,9696.07393,11163.43411,11026.11578,10573.37837,11045.9208,10873.43451,10602.3094,9975.89371,10159.0351,10752.21839,10807.25379,9674.58017,10995.38756,10754.09318,11243.31956,10975.40955,10027.67627,11146.27749,10960.35066,10103.76047,10544.75564
10964.85279,10779.23461,10794.50917,11033.60579,10796.91051,11039.97167,10867.99771,10807.57411,11007.25583,10594.57732,11057.14228,10902.95688,10702.71896,11026.64702,11062.45506,10381.78896,11099.05885,10923.07474,10588.78631,10924.62528,10936.75176,11119.2561,10948.13031,10957.06131,11183.93998,11322.03908,11158.64136,10165.297,10833.4908,10817.21366,8557.64258,8796.83659,9201.08206,10774.72018,10859.81512,10943.32728,9944.89723,11500.4642,10987.7176,10428.76262,10975.90293,11790.14933,10975.73643,9396.7016,10532.57482,10978.64697,11002.445,10613.47485,10514.94299,10554.96349,10172.29736,10924.437,10959.34875,11000.31526,10603.42676,10734.04653,10757.90409,10923.91675,10548.63818,10937.89192,10430.75757,11031.022,10839.0491,10681.03862,10505.66467,11021.20546,11089.218,11217.83611,10695.92153,10790.064,11108.39841,11011.07647,10739.2684,10524.94894,10947.46244,11081.58926,10776.6609,10717.92876,7143.54594,9688.98912,11122.85879,11044.16404,10576.52617,11043.50127,10905.22402,10582.42084,10008.85653,10153.01746,10724.62947,10767.31634,9677.69543,11025.63109,10785.6007,11236.99245,11027.98207,10013.85386,11156.90445,10976.58381,10152.92642,10562.81505
10991.48339,10787.48103,10852.25383,11049.88086,10830.65488,10985.19703,10856.67745,10818.74112,10979.27421,10595.58572,11003.57825,10904.55439,10691.57425,11041.5525,11031.25314,10388.69332,11104.81003,10926.95039,10573.28297,10944.07548,10952.69005,11116.18913,10945.69978,10958.6553,11199.66655,11305.6529,11134.72739,10133.72353,10839.36822,10821.90375,8540.95444,8805.92924,9213.81863,10760.71255,10867.6356,10933.35528,9865.68082,11531.55081,10978.1726,10465.12148,10946.5083,11812.98073,10967.11208,9400.01585,10534.55707,10945.80934,10976.66653,10576.54683,10487.23544,10570.38207,10175.50069,10925.11557,10979.81858,11012.08029,10641.34973,10777.7026,10772.38539,10927.28853,10550.44169,10878.21507,10443.61839,11014.14544,10854.57217,10687.85289,10504.41407,11014.19174,11084.72053,11203.41562,10646.87061,10782.90865,11115.59554,11025.59663,10743.68575,10558.60894,10929.20742,11053.22003,10830.45445,10707.08176,7147.95445,9711.05315,11107.30733,11021.53859,10539.98004,11032.2554,10865.67285,10600.87725,9928.3413,10139.3826,10747.24093,10746.07687,9666.22588,10993.53346,10797.70543,11152.80476,10994.70122,9967.06323,11131.27026,10940.95716,10190.15092,10560.91375
